,Category,Group,Pathway,Description
14212,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G34360 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14213,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G44050 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14214,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G17700 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14215,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G71140 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14216,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G15170 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14217,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G15160 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14218,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G15150 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14219,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G21690 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14220,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G21903 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14221,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G23300 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14222,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G47530 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14223,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G10420 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14224,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G65380 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14225,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G26590 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14226,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G12950 RSH2; root hair specific 2	K03327 TC.MATE; multidrug resistance protein, MATE family"
14227,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G00350 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14228,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G38510 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14229,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G58340 ZF14; MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14230,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G23550 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14231,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G23560 ALF5; MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14232,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G21910 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14233,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G38030 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14234,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G33090 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14235,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G25640 DTX35; detoxifying efflux carrier 35	K03327 TC.MATE; multidrug resistance protein, MATE family"
14236,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G15180 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14237,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G33100 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14238,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G33080 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14239,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G23030 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14240,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G33110 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14241,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G52050 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14242,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G22790 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14243,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G49130 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14244,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G71870 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14245,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G52450 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14246,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G29140 ADS1; MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14247,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G19700 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14248,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G03620 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14249,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G04040 DTX1; MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14250,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G04050 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14251,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G04080 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14252,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G04070 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14253,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G04100 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14254,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G04090 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14255,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G66780 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14256,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G66760 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14257,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G64820 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14258,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G73700 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14259,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G61890 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14260,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G11670 MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14261,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G59030 TT12; MATE efflux family protein	K03327 TC.MATE; multidrug resistance protein, MATE family"
14262,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G10850 SWEET7; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14263,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G25010 SWEET14; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14264,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G15920 SWEET17; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14265,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G28007 SWEET4; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14266,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G39060 SWEET9; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14267,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G14770 SWEET2; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14268,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G48740 SWEET11; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14269,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G50790 SWEET10; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14270,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G21460 SWEET1; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14271,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G13170 SAG29; senescence-associated gene 29	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14272,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G40260 SWEET8; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14273,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G23660 SWEET12; bidirectional sugar transporter SWEET12-like protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14274,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G66770 SWEET6; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14275,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G50800 SWEET13; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14276,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G53190 SWEET3; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14277,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G62850 AtVEX1; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14278,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G16690 SWEET16; Nodulin MtN3 family protein	K15382 SLC50A; solute carrier family 50 (sugar transporter)
14279,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G20090 Uncharacterized protein family (UPF0041)	K22138 MPC1; mitochondrial pyruvate carrier 1
14280,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G14695 Uncharacterized protein family (UPF0041)	K22139 MPC2; mitochondrial pyruvate carrier 2
14281,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G22310 Uncharacterized protein family (UPF0041)	K22139 MPC2; mitochondrial pyruvate carrier 2
14282,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G05590 pyruvate carrier-like protein	K22139 MPC2; mitochondrial pyruvate carrier 2
14283,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G23870 magnesium transporter NIPA (DUF803)	K22733 NIPA; magnesium transporter
14284,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G71900 magnesium transporter	K22733 NIPA; magnesium transporter
14285,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G34470 magnesium transporter	K22733 NIPA; magnesium transporter
14286,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G21120 magnesium transporter	K22733 NIPA; magnesium transporter
14287,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G13800 magnesium transporter NIPA (DUF803)	K22733 NIPA; magnesium transporter
14288,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G38730 magnesium transporter	K22733 NIPA; magnesium transporter
14289,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G26670 magnesium transporter	K22733 NIPA; magnesium transporter
14290,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G61790 Oligosaccharyltransferase complex/magnesium transporter family protein	K12669 OST3; oligosaccharyltransferase complex subunit gamma
14291,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G11560 Oligosaccharyltransferase complex/magnesium transporter family protein	K12669 OST3; oligosaccharyltransferase complex subunit gamma
14292,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G42470 Patched family protein	K12385 NPC1; Niemann-Pick C1 protein
14293,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G38350 Patched family protein	K12385 NPC1; Niemann-Pick C1 protein
14294,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G20100 PQ-loop repeat family protein / transmembrane family protein	K23678 PQLC2; solute carrier family 66 (lysosomal lysine-arginine transporter), member 1"
14295,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G19450 Major facilitator superfamily protein	K08145 SLC2A8; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8"
14296,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G75220 ERDL6; Major facilitator superfamily protein	K08145 SLC2A8; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8"
14297,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G10960 AZG1; AZA-guanine resistant1	K06901 pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease"
14298,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G50300 AZG2; Xanthine/uracil permease family protein	K06901 pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease"
14299,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G20860 PHT1;8; phosphate transporter 1;8	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14300,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G76430 PHT1;9; phosphate transporter 1;9	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14301,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G32830 PHT1;5; phosphate transporter 1;5	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14302,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G38940 PHT1;4; phosphate transporter 1;4	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14303,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G54700 PHT1;7; phosphate transporter 1;7	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14304,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G43340 PHT1;6; phosphate transporter 1;6	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14305,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G43350 PHT1;1; phosphate transporter 1;1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14306,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G43360 PHT1;3; phosphate transporter 1;3	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14307,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G43370 PHT1;2; phosphate transporter 2	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter"
14308,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G08100 NRT2.2; nitrate transporter 2.2	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14309,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G08090 NRT2:1; nitrate transporter 2:1	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14310,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G14570 NRT2.7; high affinity nitrate transporter 2.7	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14311,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G60770 NRT2.4; nitrate transporter 2.4	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14312,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G45060 NRT2.6; high affinity nitrate transporter 2.6	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14313,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT5G60780 NRT2.3; nitrate transporter 2.3	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14314,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G12940 NRT2.5; nitrate transporter2.5	K02575 NRT; MFS transporter, NNP family, nitrate/nitrite transporter"
14315,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G45960 PIP1B; plasma membrane intrinsic protein 1B	K09872 PIP; aquaporin PIP
14316,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G61430 PIP1A; plasma membrane intrinsic protein 1A	K09872 PIP; aquaporin PIP
14317,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G23400 PIP1;5; plasma membrane intrinsic protein 1;5	K09872 PIP; aquaporin PIP
14318,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G16850 PIP2;8; plasma membrane intrinsic protein 2;8	K09872 PIP; aquaporin PIP
14319,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G37170 PIP2B; plasma membrane intrinsic protein 2	K09872 PIP; aquaporin PIP
14320,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G37180 RD28; Aquaporin-like superfamily protein	K09872 PIP; aquaporin PIP
14321,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G39010 PIP2E; plasma membrane intrinsic protein 2E	K09872 PIP; aquaporin PIP
14322,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G54820 PIP2;5; plasma membrane intrinsic protein 2;5	K09872 PIP; aquaporin PIP
14323,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G60660 PIP2;4; plasma membrane intrinsic protein 2;4	K09872 PIP; aquaporin PIP
14324,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G01620 PIP1C; plasma membrane intrinsic protein 1C	K09872 PIP; aquaporin PIP
14325,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G53420 PIP2A; plasma membrane intrinsic protein 2A	K09872 PIP; aquaporin PIP
14326,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G35100 PIP3; plasma membrane intrinsic protein 3	K09872 PIP; aquaporin PIP
14327,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G00430 PIP1;4; plasma membrane intrinsic protein 1;4	K09872 PIP; aquaporin PIP
14328,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G73190 TIP3;1; Aquaporin-like superfamily protein	K09873 TIP; aquaporin TIP
14329,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G25810 TIP4;1; tonoplast intrinsic protein 4;1	K09873 TIP; aquaporin TIP
14330,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G26520 TIP2; tonoplast intrinsic protein 2	K09873 TIP; aquaporin TIP
14331,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G01470 TIP1;3; tonoplast intrinsic protein 1;3	K09873 TIP; aquaporin TIP
14332,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G36830 GAMMA-TIP; gamma tonoplast intrinsic protein	K09873 TIP; aquaporin TIP
14333,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G47440 TIP5;1; tonoplast intrinsic protein 5;1	K09873 TIP; aquaporin TIP
14334,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G47450 TIP2;3; tonoplast intrinsic protein 2;3	K09873 TIP; aquaporin TIP
14335,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G17810 BETA-TIP; beta-tonoplast intrinsic protein	K09873 TIP; aquaporin TIP
14336,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G16240 DELTA-TIP; delta tonoplast integral protein	K09873 TIP; aquaporin TIP
14337,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G17340 TIP2;2; tonoplast intrinsic protein 2;2	K09873 TIP; aquaporin TIP
14338,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G37810 NIP4;1; NOD26-like intrinsic protein 4;1	K09874 NIP; aquaporin NIP
14339,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G37820 NIP4;2; NOD26-like intrinsic protein 4;2	K09874 NIP; aquaporin NIP
14340,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G19030 NLM1; NOD26-like major intrinsic protein 1	K09874 NIP; aquaporin NIP
14341,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G10380 NIP5;1; NOD26-like intrinsic protein 5;1	K09874 NIP; aquaporin NIP
14342,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G80760 NIP6;1; NOD26-like intrinsic protein 6;1	K09874 NIP; aquaporin NIP
14343,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G31885 NIP3;1; NOD26-like intrinsic protein 3;1	K09874 NIP; aquaporin NIP
14344,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29870 Aquaporin-like superfamily protein	K09874 NIP; aquaporin NIP
14345,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G34390 NIP2;1; NOD26-like intrinsic protein 2;1	K09874 NIP; aquaporin NIP
14346,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G06100 NIP7;1; NOD26-like intrinsic protein 7;1	K09874 NIP; aquaporin NIP
14347,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G18910 NIP1;2; NOD26-like intrinsic protein 1;2	K09874 NIP; aquaporin NIP
14348,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G04090 SIP1A; small and basic intrinsic protein 1A	K09875 SIP; aquaporin SIP
14349,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G56950 SIP2;1; small and basic intrinsic protein 2;1	K09875 SIP; aquaporin SIP
14350,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G18290 SIP1;2; Aquaporin-like superfamily protein	K09875 SIP; aquaporin SIP
14351,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G18290 KAT2; potassium channel KAT1-like protein	K21867 AKT; potassium channel
